Brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage
BMW,3 Series,2016,19895.0,Semi-Auto,26200.0,Diesel,165.0,51.4,3.0,78.0,4,0.0
BMW,1 Series,2019,17600.0,Automatic,12839.0,Diesel,145.0,,2.0,68.0,1,0.0
Škoda,Yeti Outdoor,2017,13890.0,Semi-Auto,15064.0,Petrol,125.0,51.4,1.2,68.0,1,0.0
Volkswagen,Passat,2018,19299.0,Automatic,6993.0,Petrol,145.0,44.8,,68.0,3,0.0
Mercedes-Benz,C-Class,2017,22960.0,Semi-Auto,21225.0,Diesel,,,2.1,74.0,4,0.0
Volkswagen,Golf,2016,9020.0,Manual,28041.0,Diesel,0.0,74.3,1.6,44.0,4,0.0
Opel,Corsa,2016,5791.0,Manual,31435.0,Petrol,30.0,55.4,1.4,39.0,3,0.0
Toyota,Yaris,2018,10000.0,Manual,13626.0,Petrol,150.0,47.1,1.5,55.0,4,0.0
Opel,Astra,2017,10521.0,Semi-Auto,23150.0,Petrol,150.0,50.4,1.4,63.0,1,0.0
Ford,Kuga,2018,14999.0,Manual,35553.0,Diesel,145.0,60.1,2.0,85.0,1,0.0
Volkswagen,Scirocco,2015,11498.0,Manual,46027.0,Diesel,20.0,,2.0,125.36650692319192,1,0.0
Volkswagen,Tiguan,2019,24990.0,Manual,3000.0,Diesel,145.0,47.9,2.0,31.0,3,
Opel,Zafira,2014,6988.0,Manual,58857.0,Diesel,150.0,53.3,2.0,59.0,4,0.0
Ford,Fiesta,2019,11998.0,Manual,2269.0,Petrol,150.0,48.7,1.1,45.0,4,0.0
Volkswagen,Up,2018,8500.0,Manual,3704.0,Petrol,145.0,64.2,1.0,89.0,2,0.0
Volkswagen,Tiguan,2013,9995.0,Manual,65447.0,Diesel,165.0,48.7,2.0,43.0,2,0.0
Volkswagen,Golf,2017,13698.0,Manual,1081.0,Petrol,30.0,53.3,1.4,42.0,3,0.0
Opel,Meriva,2017,6988.0,Manual,27724.0,Petrol,145.0,47.1,1.4,57.0,1,0.0
Mercedes-Benz,CL-Class,2014,20990.0,Semi-Auto,70523.0,Petrol,200.0,39.8,2.0,36.0,2,0.0
Ford,Kuga,2019,19495.0,Manual,13673.0,Diesel,145.0,47.9,2.0,55.0,4,0.0
Ford,EcoSport,2018,14500.0,Manual,12080.0,Petrol,150.0,54.3,1.0,69.0,3,0.0
Opel,Zafira,2017,10820.0,Manual,32074.0,Petrol,200.0,42.2,1.4,76.0,3,0.0
Ford,Tourneo Custom,2019,25495.0,Manual,10750.0,Diesel,145.0,32.5,2.0,39.0,2,0.0
Audi,Q3,2017,16500.0,Manual,28065.0,Petrol,125.0,51.4,1.4,59.0,0,0.0
Volkswagen,T-Roc,2019,20000.0,Manual,7414.0,Diesel,145.0,50.4,2.0,52.0,2,0.0
Audi,Q7,2019,44990.0,Semi-Auto,6137.0,Diesel,145.0,32.8,3.0,3.11529529741442,3,0.0
BMW,5 Series,2015,14499.0,Automatic,29269.0,Diesel,20.0,68.9,2.0,45.0,4,0.0
Audi,Q5,2020,37682.0,Semi-Auto,3116.0,Diesel,150.0,38.2,2.0,68.0,2,0.0
Ford,EcoSport,2018,11699.0,Manual,18678.0,Petrol,145.0,54.3,1.0,61.0,0,0.0
Audi,Q3,2016,19950.0,Semi-Auto,24319.0,Petrol,145.0,9.821461970493658,1.4,31.0,6,0.0
Audi,Q3,2019,28490.0,Manual,,Diesel,145.0,42.8,2.0,83.0,3,0.0
BMW,3 Series,2016,18790.0,Automatic,31000.0,Diesel,200.0,49.6,3.0,99.0,3,0.0
BMW,3 Series,2016,20000.0,Automatic,51497.0,Diesel,160.0,51.4,3.0,66.0,1,0.0
Mercedes-Benz,A-Class,2020,25000.0,Semi-Auto,4000.0,Diesel,326.028233171514,62.8,1.5,73.0,3,0.0
Volkswagen,Polo,2015,8690.0,Manual,21854.0,Petrol,20.0,60.1,1.2,44.0,0,0.0
Ford,Fiesta,2017,12000.0,Manual,12478.0,Petrol,145.0,65.7,1.0,34.0,1,0.0
Audi,A3,2019,19990.0,Manual,6989.0,Petrol,145.0,44.8,1.5,33.0,1,0.0
Mercedes-Benz,C-Class,2018,16800.0,Automatic,30726.0,Diesel,,,2.1,68.0,0,0.0
Ford,Focus,2018,13698.0,Manual,13418.0,Petrol,145.0,58.9,1.0,97.0,3,0.0
Opel,Astra,2016,9498.0,Manual,17154.0,Petrol,125.0,51.4,1.4,89.0,2,0.0
Mercedes-Benz,CL-Class,2019,26699.0,Semi-Auto,3034.0,Petrol,145.0,44.8,1.3,36.0,0,0.0
BMW,1 Series,2019,29000.0,Semi-Auto,100.0,Diesel,150.0,48.7,2.0,44.0,3,0.0
BMW,3 Series,2019,24480.0,Semi-Auto,14444.0,Petrol,145.0,47.9,2.0,87.0,3,0.0
BMW,5 Series,2019,24970.0,Automatic,10628.0,Petrol,150.0,47.9,2.0,85.0,2,0.0
Toyota,,2016,7995.0,Manual,15122.0,Petrol,30.0,58.0,1.3,32.0,3,0.0
Mercedes-Benz,C-Class,2019,24498.0,Semi-Auto,12629.0,Diesel,145.0,61.4,2.1,92.0,2,0.0
Ford,Fiesta,2012,5250.0,Manual,67000.0,Diesel,20.0,,1.6,36.0,1,0.0
BMW,X3,2016,17600.0,Automatic,43410.0,Diesel,145.0,54.3,,92.0,2,0.0
Volkswagen,Golf,2018,25490.0,Manual,6869.0,Petrol,145.0,35.8,2.0,81.0,2,0.0
Mercedes-Benz,,2019,23480.0,Semi-Auto,14402.0,Diesel,145.0,61.4,2.0,,3,0.0
Škoda,Citigo,2014,5251.0,Manual,34000.0,Petrol,0.0,68.9,1.0,77.0,4,0.0
Hyundai,,2017,8295.0,Manual,4028.0,Petrol,150.0,60.1,1.0,63.0,2,0.0
Volkswagen,Passat,2016,8695.0,Manual,86550.0,Diesel,20.0,68.9,2.0,74.0,3,0.0
BMW,4 Series,2020,31450.0,Semi-Auto,10.0,Diesel,145.0,60.1,2.0,56.0,1,
Opel,Astra,2019,11495.0,Manual,18938.0,Petrol,145.0,51.4,1.4,37.0,4,0.0
Audi,A3,2010,6995.0,Semi-Auto,68493.0,Petrol,125.0,51.4,1.4,97.0,0,0.0
Mercedes-Benz,E-Class,2019,27980.0,Semi-Auto,13924.0,Diesel,145.0,65.7,2.0,65.0,1,0.0
Mercedes-Benz,E-Class,2017,20899.0,Semi-Auto,28878.0,Diesel,145.0,72.4,2.0,89.0,2,0.0
Ford,Fiesta,2018,10999.0,Manual,5732.0,Petrol,145.0,55.4,1.1,41.0,0,0.0
Mercedes-Benz,C-Class,2016,22680.0,Semi-Auto,28535.0,Diesel,,,2.1,58.0,3,0.0
Toyota,RAV4,2017,15999.0,Manual,27170.0,Diesel,150.0,60.1,2.0,99.0,2,0.0
Ford,Fiesta,2018,11187.0,Semi-Auto,17866.0,Petrol,145.0,54.3,1.0,38.0,1,0.0
Skoda,Karoq,2018,19050.0,Manual,8936.0,Petrol,145.0,51.4,1.5,79.0,3,0.0
Škoda,,2015,9499.0,Semi-Auto,,Petrol,20.0,60.1,1.2,65.0,,0.0
Toyota,Aygo,2017,9498.0,Semi-Auto,18303.0,Petrol,0.0,67.3,1.0,90.0,2,0.0
Mercedes-Benz,C-Class,2015,13990.0,Automatic,50000.0,Petrol,,,2.0,31.0,2,0.0
Volkswagen,Golf,2019,15499.0,Manual,10419.0,Diesel,145.0,57.7,1.6,80.0,0,0.0
Ford,Galaxy,2016,16499.0,Manual,36209.0,Diesel,125.0,56.5,2.0,91.0,1,0.0
BMW,4 Series,2016,17995.0,Semi-Auto,22476.0,Petrol,145.0,48.7,2.0,61.0,3,0.0
Ford,Kuga,2019,20000.0,Manual,5511.0,Petrol,150.0,35.3,1.5,81.0,3,0.0
Ford,Kuga,2014,8500.0,Manual,72000.0,Diesel,145.0,53.3,2.0,38.0,2,
Ford,Focus,2019,21680.0,Automatic,7846.0,Diesel,,,2.0,63.0,1,0.0
BMW,,2018,18797.0,Manual,9788.0,Diesel,145.0,62.8,2.0,59.0,0,0.0
Ford,Fiesta,2017,9537.0,Manual,16626.0,Petrol,145.0,65.7,1.0,59.0,4,0.0
Opel,Viva,2017,5949.0,Manual,25213.0,Petrol,20.0,62.8,1.0,65.0,2,0.0
Opel,Mokka,2015,7990.0,Manual,32993.0,Petrol,200.0,43.5,,43.0,0,0.0
Hyundai,i30,2019,17690.0,Manual,4765.0,Petrol,145.0,42.2,1.4,45.0,2,0.0
Mercedes-Benz,E-Class,2017,23372.0,Semi-Auto,53203.0,Diesel,160.0,51.4,3.0,88.0,1,0.0
Ford,Mondeo,2016,7492.0,Manual,128000.0,Diesel,0.0,78.5,1.5,86.0,1,0.0
Audi,TT,2017,24995.0,Semi-Auto,11621.0,Petrol,150.0,42.8,2.0,88.0,1,0.0
Ford,Fiesta,2018,11995.0,Manual,27143.0,Petrol,145.0,65.7,1.0,86.0,3,0.0
Volkswagen,Tiguan,2017,22710.0,Semi-Auto,27695.0,Diesel,125.0,57.6,2.0,92.0,4,0.0
Audi,Q3,2019,28970.0,Semi-Auto,14768.0,Petrol,145.0,31.7,2.0,49.0,4,0.0
BMW,X5,2019,43716.0,Automatic,7163.0,Diesel,145.0,37.7,3.0,81.0,3,0.0
Volkswagen,Polo,2018,11700.0,Manual,3795.0,Petrol,145.0,48.7,1.0,47.0,3,0.0
Ford,Focus,2019,16000.0,Manual,7071.0,Petrol,,,1.0,30.0,4,0.0
Škoda,Octavia,2017,12999.0,Manual,32910.0,Diesel,145.0,65.7,2.0,40.0,3,0.0
Mercedes-Benz,C-Class,2019,29399.0,Semi-Auto,8545.0,Diesel,145.0,61.4,2.0,34.0,4,0.0
Hyundai,i40,2014,7498.0,Manual,51515.0,Diesel,30.0,62.8,,93.0,4,0.0
Opel,,2019,10990.0,Manual,273.0,,145.0,43.5,1.4,56.0,4,0.0
Ford,Fiesta,2015,9299.0,Automatic,5040.0,Petrol,30.0,57.7,1.0,51.0,4,0.0
Mercedes-Benz,E-Class,2017,24299.0,Semi-Auto,18701.0,Diesel,145.0,54.3,3.0,61.0,2,0.0
Volkswagen,Golf,2019,23495.0,Automatic,11743.0,Diesel,145.0,52.3,2.0,31.0,2,0.0
Ford,Fiesta,2014,6250.0,Manual,40946.0,Petrol,0.0,65.7,1.0,61.0,1,0.0
Volkswagen,Tiguan,2019,20490.0,Manual,10044.0,Petrol,145.0,40.9,1.5,98.0,0,0.0
Toyota,Aygo,2017,6699.0,Manual,11620.0,Petrol,145.0,,1.0,78.0,0,0.0
Ford,EcoSport,2016,10495.0,Manual,16000.0,Petrol,125.0,52.3,1.0,62.0,3,0.0
Ford,Fiesta,2019,15800.0,Semi-Auto,10168.0,Petrol,145.0,48.7,1.0,95.0,2,0.0
Opel,Mokka X,2017,12995.0,Automatic,16044.0,Petrol,150.0,43.5,1.4,41.0,0,0.0
Škoda,Kodiaq,2019,21900.0,Automatic,13627.0,Petrol,145.0,34.0,1.5,89.0,4,0.0
Toyota,RAV4,2017,22362.0,Automatic,7408.0,Hybrid,20.0,57.6,2.5,80.0,3,0.0
Ford,Focus,2017,11298.0,Manual,22480.0,Diesel,,,1.5,80.0,4,0.0
Škoda,Kodiaq,2018,19495.0,Manual,13675.0,Diesel,150.0,52.3,2.0,78.0,4,0.0
Ford,Focus,2017,10691.0,Manual,35978.0,Diesel,,,1.5,90.0,0,0.0
Toyota,CH-R,2018,21888.0,Automatic,11819.0,Hybrid,135.0,74.3,1.8,78.0,3,0.0
Mercedes-Benz,C-Class,2014,14999.0,Automatic,42256.0,Diesel,20.0,64.2,2.1,87.0,0,0.0
Volkswagen,Touareg,2018,57295.0,Automatic,10000.0,Diesel,145.0,34.0,3.0,81.0,4,0.0
Toyota,Aygo,2016,6795.0,Manual,22722.0,Petrol,0.0,69.0,1.0,85.0,4,0.0
Opel,Astra,2017,9499.0,Manual,19888.0,Petrol,145.0,65.7,,98.0,4,0.0
Ford,Edge,2016,17995.0,Manual,52000.0,Diesel,200.0,47.9,2.0,50.0,2,0.0
BMW,7 Series,2019,49990.0,Automatic,123.0,Diesel,145.0,44.8,3.0,62.0,2,0.0
Ford,Fiesta,2016,8000.0,Manual,28000.0,Petrol,0.0,65.7,1.0,57.0,2,0.0
Mercedes-Benz,CLS-Class,2016,19495.0,Semi-Auto,31532.0,Diesel,125.0,57.7,2.1,38.0,3,0.0
Ford,Fiesta,2018,10700.0,Manual,6533.0,Petrol,150.0,55.4,1.1,83.0,0,0.0
Volkswagen,Golf,2016,14275.0,Semi-Auto,62908.0,Diesel,30.0,62.8,2.0,40.0,0,0.0
Toyota,Yaris,2012,6995.0,Manual,28900.0,Petrol,125.0,52.3,1.3,71.0,0,0.0
Ford,Edge,2018,22000.0,Manual,15413.0,Diesel,145.0,47.9,2.0,41.0,0,0.0
BMW,,2010,17200.0,Automatic,34544.0,Diesel,145.0,56.5,3.0,51.0,3,0.0
Škoda,Octavia,2017,18025.0,Semi-Auto,19194.0,Diesel,145.0,57.7,2.0,125.45359879680294,1,0.0
Ford,Mondeo,2016,9999.0,Manual,29729.0,Diesel,0.0,78.5,1.5,73.0,2,0.0
Mercedes-Benz,GLA-Class,2018,20250.0,Automatic,23861.0,Diesel,150.0,56.5,2.1,36.0,4,0.0
Volkswagen,Touareg,2019,39950.0,Semi-Auto,18145.0,Diesel,145.0,34.0,3.0,80.0,1,0.0
Audi,Q2,2018,18990.0,Manual,8100.0,Petrol,150.0,52.3,1.4,79.0,4,0.0
Hyundai,Tucson,2017,12298.0,Manual,25661.0,Diesel,30.0,61.7,1.7,66.0,3,0.0
Ford,Focus,2018,21798.0,Manual,3774.0,Petrol,145.0,41.5,2.0,45.0,3,0.0
Audi,A1,2018,13995.0,Semi-Auto,32000.0,Petrol,150.0,57.7,1.4,93.0,2,0.0
Mercedes-Benz,C-Class,2018,23781.0,Semi-Auto,25111.0,Petrol,,,2.0,55.0,1,0.0
Toyota,RAV4,2016,12990.0,,,Diesel,125.0,60.1,2.0,79.0,3,0.0
Ford,Focus,2018,13499.0,Manual,11277.0,Petrol,145.0,57.7,1.0,98.0,2,0.0
Audi,A4,2017,14898.0,Manual,24222.0,Petrol,145.0,53.3,1.4,74.0,3,0.0
Ford,Fiesta,2019,15995.0,Manual,1667.0,Petrol,145.0,58.9,1.0,64.0,3,0.0
Toyota,Auris,2012,6999.0,Automatic,80184.93003575942,Hybrid,0.0,70.6,1.8,69.0,3,0.0
Opel,Astra,2017,9541.0,Manual,25157.0,Diesel,145.0,,1.6,39.0,3,0.0
BMW,X1,2017,16400.0,Automatic,29657.0,Diesel,145.0,65.7,2.0,61.0,0,0.0
Mercedes-Benz,E-Class,2019,34980.0,Semi-Auto,3613.0,Diesel,145.0,57.7,2.0,79.0,2,0.0
Opel,Corsa,2017,9495.0,Automatic,12172.0,Petrol,145.0,47.9,1.4,92.0,4,0.0
Audi,TT,2007,4995.0,Manual,102000.0,Petrol,145.0,56.5,2.0,60.0,3,0.0
Volkswagen,Up,2019,8580.0,Manual,9999.0,Petrol,145.0,55.4,1.0,32.0,2,0.0
Ford,Kuga,2017,16249.0,Semi-Auto,25963.0,Diesel,145.0,54.3,2.0,62.0,4,0.0
Ford,Focus,2019,17520.0,Manual,1987.0,Petrol,145.0,60.1,1.0,,0,0.0
BMW,X5,2019,50832.0,Semi-Auto,100.0,Diesel,145.0,37.7,3.0,37.0,2,0.0
Opel,Corsa,2019,10295.0,Manual,3194.0,Petrol,150.0,43.5,1.4,88.0,1,0.0
Hyundai,Tucson,2019,17980.0,Manual,12806.0,Petrol,145.0,34.9,1.6,,3,0.0
Audi,A5,2016,11259.0,Manual,84523.0,Diesel,,67.3,2.0,64.0,2,
Opel,Astra,2017,11270.0,Manual,19761.0,Petrol,125.0,50.4,1.4,70.0,2,0.0
Mercedes-Benz,C-Class,2019,35199.0,Semi-Auto,2086.0,Petrol,,,1.5,31.0,3,0.0
Audi,A4,2019,26000.0,Automatic,4396.0,Diesel,150.0,44.8,2.0,42.0,1,0.0
Volkswagen,Polo,2018,12290.0,Manual,8766.0,Petrol,145.0,64.2,1.0,67.0,1,0.0
Audi,Q5,2019,31998.0,Semi-Auto,21.0,Petrol,145.0,33.2,2.0,50.0,4,0.0
Mercedes-Benz,C-Class,2014,16995.0,Automatic,37600.0,Diesel,,,2.1,58.0,1,0.0
Škoda,Fabia,2015,8995.0,Automatic,31867.0,Petrol,20.0,60.1,1.2,69.0,2,0.0
Hyundai,Tucson,2018,15500.0,Manual,30210.0,Diesel,145.0,61.4,1.7,30.0,2,0.0
Volkswagen,Golf,2019,16690.0,Manual,3535.0,Diesel,145.0,57.7,1.6,58.0,4,0.0
Audi,A3,2015,14995.0,Manual,50062.0,Petrol,30.0,57.6,1.2,78.0,4,0.0
Mercedes-Benz,A-Class,2018,15495.0,Manual,,Diesel,145.0,68.9,1.5,60.0,4,0.0
Ford,Kuga,2016,14000.0,Manual,36825.0,Diesel,,,2.0,51.0,4,0.0
Hyundai,ix35,2015,10199.0,Unknown,33177.0,Diesel,160.0,51.4,2.0,52.0,3,0.0
Škoda,Fabia,2019,12902.0,Manual,4200.0,Petrol,145.0,57.7,1.0,76.0,2,0.0
Opel,Corsa,2015,6398.0,Manual,36189.0,Petrol,125.0,53.3,1.2,43.0,4,0.0
Volkswagen,T-Roc,2018,21401.0,Manual,8000.0,Petrol,150.0,53.3,1.5,60.0,1,0.0
Volkswagen,Touran,2016,14275.0,Manual,44280.0,Diesel,,64.2,2.0,71.0,3,0.0
Volkswagen,Polo,2012,5995.0,Manual,38776.0,Petrol,145.0,47.9,1.4,65.0,0,0.0
Mercedes-Benz,C-Class,2019,30840.0,Semi-Auto,7532.0,Petrol,,,2.0,55.0,2,0.0
Audi,A3,2024,18998.0,Semi-Auto,22295.0,Petrol,30.0,56.5,1.4,56.0,4,0.0
Volkswagen,Golf,2016,14370.0,Automatic,15788.0,Petrol,30.0,53.3,1.4,70.0,4,0.0
Volkswagen,Passat,2015,9440.0,Manual,69700.0,Diesel,20.0,68.9,1.6,57.0,3,0.0
BMW,,2019,20980.0,Manual,1000.0,Petrol,145.0,52.3,1.5,37.0,0,0.0
Ford,Mondeo,2015,11221.0,Manual,35936.0,Diesel,30.0,64.2,2.0,75.0,0,0.0
Volkswagen,Golf,2017,15900.0,Manual,29052.0,Diesel,30.0,60.1,2.0,77.0,3,0.0
Opel,Grandland X,2019,15798.0,Manual,12539.0,Diesel,150.0,56.5,1.5,61.0,4,0.0
Škoda,Karoq,2019,27500.0,Automatic,3800.0,Diesel,150.0,42.8,2.0,,0,0.0
Škoda,Yeti Outdoor,2017,15098.0,Semi-Auto,16430.0,Petrol,145.0,51.4,1.2,68.0,2,0.0
Hyundai,Tucson,2017,17490.0,Manual,26111.0,Diesel,145.0,54.3,2.0,80.0,1,0.0
Volkswagen,Polo,2017,13495.0,Manual,25757.0,Petrol,150.0,47.0,1.8,91.0,3,0.0
Opel,Adam,2019,10995.0,Manual,15.0,Petrol,145.0,44.8,1.2,80.0,4,0.0
BMW,3 Series,2018,18010.0,Manual,36039.0,Diesel,145.0,,2.0,93.0,3,0.0
Hyundai,ix20,2018,12995.0,Manual,,Petrol,145.0,37.2,1.6,38.0,0,0.0
Opel,Mokka X,2017,11990.0,Manual,22688.0,Petrol,145.0,47.1,1.4,42.0,1,0.0
Opel,Mokka X,2017,9850.0,Manual,19436.0,Petrol,145.0,47.1,1.4,,,0.0
BMW,2 Series,2016,12000.0,Automatic,30857.0,Diesel,20.0,68.9,2.0,43.0,2,0.0
Toyota,Yaris,2013,5250.0,Manual,52454.0,Petrol,30.0,58.9,1.0,92.0,,0.0
Škoda,Octavia,2015,8169.0,Manual,71668.0,Diesel,0.0,74.3,,56.0,4,0.0
Mercedes-Benz,CL-Class,2018,16490.0,Automatic,25000.0,Diesel,145.0,67.3,2.1,38.0,1,0.0
Volkswagen,Golf,2019,24290.0,Manual,2500.0,,,47.9,1.5,34.0,2,0.0
Audi,Q7,2013,17995.0,Semi-Auto,82890.0,Diesel,300.0,38.2,3.0,54.0,0,0.0
Toyota,Aygo,2017,8274.0,Automatic,11812.0,Petrol,145.0,67.0,1.0,68.0,4,0.0
Audi,A5,2020,27495.0,Semi-Auto,4951.0,Diesel,145.0,51.4,2.0,30.0,0,0.0
Volkswagen,Polo,2016,10995.0,Manual,20912.0,Petrol,20.0,60.1,1.2,76.0,0,0.0
Opel,Insignia,2018,15995.0,Manual,11000.0,Petrol,145.0,47.1,1.5,73.0,0,
Volkswagen,Golf,2016,12162.0,Manual,29511.0,Petrol,30.0,53.3,1.4,50.0,0,0.0
Ford,Kuga,2017,14795.0,Manual,20409.0,Petrol,145.0,45.6,1.5,99.0,3,0.0
Opel,Insignia,2016,8440.0,Manual,79985.0,,30.0,62.8,2.0,,1,0.0
Hyundai,ix35,2015,8498.0,Manual,48823.0,Petrol,165.0,44.1,1.6,42.0,0,0.0
Opel,Astra,2017,9300.0,Manual,26609.0,Petrol,145.0,64.2,1.0,43.0,2,0.0
Opel,Corsa,2018,8850.0,Manual,7755.0,Petrol,150.0,55.4,1.4,69.0,0,0.0
BMW,X5,2015,24250.0,,,,200.0,47.1,3.0,63.0,1,0.0
Ford,Fiesta,2018,10600.0,Manual,24751.0,Petrol,145.0,56.5,1.0,77.0,1,0.0
Toyota,RAV4,2016,21250.0,Automatic,18501.0,Hybrid,20.0,57.6,2.5,41.0,4,0.0
Ford,Fiesta,2013,5990.0,Manual,26793.0,Petrol,30.0,54.3,1.2,31.0,4,0.0
Volkswagen,Polo,2019,17495.0,Semi-Auto,3487.0,Petrol,150.0,46.3,1.0,68.0,4,0.0
Ford,Focus,2008,2995.0,Manual,77000.0,Diesel,,,2.0,74.0,2,0.0
Opel,Crossland X,2019,14152.0,Manual,2188.0,Petrol,145.0,44.8,1.2,90.0,2,0.0
Volkswagen,Tiguan,2019,22900.0,Manual,1834.0,Diesel,145.0,47.9,2.0,38.0,4,0.0
Hyundai,i20,2018,9985.0,Automatic,20796.0,Petrol,145.0,45.6,1.4,71.0,3,0.0
Toyota,Yaris,2019,12790.0,Automatic,12941.0,Petrol,145.0,47.9,1.5,31.0,4,0.0
Mercedes-Benz,C-Class,2014,15650.0,Automatic,32000.0,Diesel,20.0,64.2,2.1,47.0,1,0.0
Ford,Galaxy,2016,17495.0,Manual,37000.0,Diesel,125.0,56.5,2.0,64.0,3,0.0
Ford,Focus,2018,18838.0,Manual,13339.0,Diesel,,,2.6312004729689873,67.0,2,
Mercedes-Benz,C-Class,2015,13500.0,Semi-Auto,37020.0,Diesel,30.0,65.7,1.6,46.0,1,0.0
Mercedes-Benz,C-Class,2019,19750.0,Semi-Auto,13695.0,Diesel,,,2.0,77.0,4,0.0
Škoda,Yeti,2013,10995.0,Semi-Auto,32174.0,Petrol,125.0,51.4,1.2,75.0,1,0.0
Opel,Corsa,2017,8140.0,Manual,23244.0,Petrol,145.0,54.3,1.4,93.0,4,0.0
Ford,Galaxy,2017,17999.0,Manual,32910.0,Diesel,125.0,56.5,2.0,89.0,3,0.0
Mercedes-Benz,C-Class,2019,31499.0,Automatic,3010.0,Diesel,,,2.0,82.0,2,0.0
Mercedes-Benz,E-Class,2019,35099.0,Semi-Auto,1000.0,Diesel,145.0,,2.0,61.0,1,0.0
Mercedes-Benz,E-Class,2020,42480.0,Semi-Auto,1489.0,Diesel,145.0,57.7,2.0,42.0,3,0.0
BMW,2 Series,2019,21945.0,Semi-Auto,9408.0,Petrol,145.0,47.9,2.0,75.0,0,0.0
Ford,Focus,2019,21750.0,Automatic,3906.0,Petrol,,,1.5,86.0,2,0.0
Ford,Focus,2019,18975.0,Manual,6200.0,Petrol,145.0,49.6,1.0,77.0,2,0.0
Ford,Ka+,2018,8500.0,Manual,20867.0,Petrol,145.0,57.7,1.2,54.0,4,0.0
Volkswagen,Polo,2023,10649.0,Manual,25412.0,Petrol,20.0,60.1,1.2,45.0,0,0.0
Opel,Corsa,2018,8499.0,Manual,,Petrol,145.0,55.4,1.4,46.0,1,0.0
Škoda,Fabia,2017,11490.0,Semi-Auto,17679.0,Petrol,150.0,60.1,1.2,78.0,0,0.0
Ford,Fiesta,2018,9599.0,Manual,20203.0,Petrol,145.0,65.7,1.0,53.0,4,0.0
Volkswagen,Golf,2018,23495.0,Manual,12800.0,Petrol,145.0,35.8,2.0,73.0,0,0.0
Audi,A4,2016,15990.0,Semi-Auto,55827.0,Diesel,30.0,67.3,2.0,76.0,0,0.0
Opel,Corsa,2011,7699.0,Automatic,39000.0,Petrol,150.0,47.1,,42.0,3,0.0
Mercedes-Benz,A-Class,2019,23480.0,Automatic,5200.0,Diesel,326.028233171514,62.8,1.5,62.0,4,0.0
Mercedes-Benz,C-Class,2017,17690.0,Semi-Auto,25059.0,Diesel,,,2.1,71.0,0,0.0
Opel,Corsa,2014,5703.0,Manual,44217.0,Petrol,125.0,51.4,1.2,57.0,0,0.0
BMW,X1,2016,17400.0,Manual,28999.0,,125.0,58.9,2.0,88.0,3,0.0
Volkswagen,Polo,2018,12390.0,Manual,8375.0,Petrol,145.0,48.7,1.0,76.0,4,0.0
Opel,Viva,2019,7990.0,Manual,3251.0,Petrol,145.0,20.745499786795904,,65.0,2,0.0
BMW,X1,2018,22780.0,Semi-Auto,11520.0,Petrol,145.0,37.7,2.0,95.0,1,0.0
Ford,Kuga,2017,12720.0,Manual,41116.0,Diesel,125.0,60.1,2.0,75.0,4,0.0
Volkswagen,Golf,2018,11892.0,Manual,23103.0,Diesel,145.0,61.4,1.6,32.0,2,0.0
Ford,Fiesta,2018,10200.0,Manual,7471.0,Petrol,145.0,64.2,1.1,98.0,1,0.0
Mercedes-Benz,GLA-Class,2020,37490.0,Automatic,5000.0,Diesel,,49.6,2.0,84.0,1,0.0
BMW,M6,2014,28490.0,,53249.0,Petrol,565.0,28.5,4.4,93.0,3,0.0
Mercedes-Benz,A-Class,2016,14299.0,Unknown,39726.0,Petrol,125.0,53.3,1.6,32.0,1,0.0
Hyundai,Tucson,2017,16499.0,Manual,17955.0,Petrol,145.0,38.7,1.6,48.0,3,0.0
Volkswagen,Polo,2013,10390.0,Semi-Auto,28000.0,Petrol,20.0,61.4,1.4,88.0,4,0.0
Volkswagen,Polo,2016,11000.0,Semi-Auto,20042.0,Petrol,20.0,60.1,1.2,97.0,3,0.0
Ford,Ka+,2017,7190.0,Manual,15650.0,Petrol,145.0,57.7,1.2,58.0,2,0.0
Ford,Focus,2018,13000.0,Manual,16853.0,Diesel,,,1.5,97.0,4,0.0
Audi,A3,2019,23888.0,Manual,4321.0,Petrol,145.0,44.1,1.5,98.0,2,0.0
Mercedes-Benz,C-Class,2019,23879.0,Manual,551.0,Petrol,145.0,47.1,1.6,79.0,1,0.0
BMW,4 Series,2017,14899.0,Manual,42560.0,Diesel,30.0,62.8,2.0,75.0,0,0.0
Audi,Q7,2019,48255.0,Semi-Auto,6600.0,Diesel,145.0,32.8,3.0,93.0,3,0.0
Volkswagen,T-Cross,2019,19999.0,Manual,7000.0,Diesel,145.0,52.3,1.6,49.0,4,0.0
Mercedes-Benz,C-Class,2015,16892.0,Semi-Auto,35464.0,Diesel,,,2.1,74.0,2,0.0
Ford,Focus,2015,7999.0,Manual,45395.0,Diesel,,,1.5,41.0,1,0.0
Mercedes-Benz,GLC-Class,2019,32919.0,Semi-Auto,1000.0,Diesel,145.0,44.8,2.0,97.0,,0.0
Audi,A1,2015,9580.0,Manual,44141.0,Petrol,30.0,57.6,1.4,67.0,4,0.0
Mercedes-Benz,E-Class,2015,12437.0,Automatic,95008.0,Diesel,125.0,56.5,2.1,75.0,2,0.0
Škoda,Superb,2019,26995.0,Automatic,4954.0,Diesel,145.0,47.1,2.0,67.0,1,0.0
