carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,model_engine_freq,y_true,y_pred,residual,abs_residual
38000,Mercedes-Benz,GLC-Class,2017.0,Automatic,59879.0,Diesel,145.0,56.5,2.1,56.0,0.0,0.0,5.921578419643816,23800.0,23390.707,409.29296875,409.29296875
47579,Škoda,Yeti Outdoor,2015.0,Manual,55223.0,Diesel,145.0,55.4,2.0,42.0,2.0,0.0,4.553876891600541,9495.0,9904.276,-409.2763671875,409.2763671875
42946,Mercedes-Benz,A-Class,2013.0,Manual,32713.0,Diesel,0.0,74.3,1.5,38.0,0.0,0.0,6.481577129276431,9990.0,10399.27,-409.26953125,409.26953125
19021,Ford,Fiesta,2018.0,Manual,32895.0,Petrol,150.0,65.7,1.0,81.0,4.0,0.0,7.952263308657046,10699.0,10289.785,409.21484375,409.21484375
66369,Volkswagen,Polo,2017.0,Manual,26122.0,Petrol,150.0,60.1,1.2,78.0,,0.0,6.70073110954781,9995.0,10404.171,-409.1708984375,409.1708984375
66643,Volkswagen,Up,2017.0,Manual,23162.0,Petrol,150.0,64.2,1.0,42.0,3.0,0.0,6.3561076606958915,7299.0,6889.837,409.1630859375,409.1630859375
73789,Volkswagen,Golf,2013.0,Semi-Auto,70438.0,Petrol,30.0,56.5,1.4,65.0,1.0,0.0,6.369900982828227,8010.0,7600.8994,409.1005859375,409.1005859375
18345,Ford,Fiesta,2018.0,Manual,8236.0,Petrol,145.0,64.2,1.1,43.0,0.0,0.0,5.916202062607435,10000.0,9590.92,409.080078125,409.080078125
40918,Mercedes-Benz,C-Class,2020.0,Semi-Auto,100.0,Diesel,,,2.0,97.0,4.0,0.0,7.529943370601589,34500.0,34909.06,-409.05859375,409.05859375
42177,Mercedes-Benz,GLC-Class,2016.0,Semi-Auto,23941.0,Diesel,125.0,56.5,2.1,32.0,,0.0,5.921578419643816,24990.0,24580.955,409.044921875,409.044921875
1507,Audi,A1,2016.0,Manual,44850.0,Petrol,30.0,55.4,1.4,70.0,1.0,0.0,5.891644211825771,11499.0,11908.002,-409.001953125,409.001953125
44995,Mercedes-Benz,GLA-Class,2019.0,Semi-Auto,12137.0,Diesel,145.0,67.3,2.1,84.0,2.0,0.0,6.016157159698354,23249.0,23658.0,-409.0,409.0
23779,Ford,Kuga,2018.0,Manual,18582.0,Diesel,145.0,54.3,2.0,81.0,2.0,0.0,6.816735880594968,17000.0,17408.984,-408.984375,408.984375
54060,Toyota,Aygo,2016.0,Manual,29906.0,Petrol,0.0,69.0,1.0,59.0,3.0,0.0,7.200424892944957,6990.0,6581.033,408.966796875,408.966796875
5321,Audi,Q5,2016.0,Semi-Auto,42000.0,Diesel,240.0,42.8,3.0,33.0,2.0,0.0,4.804021044733257,28795.0,28386.037,408.962890625,408.962890625
69938,Volkswagen,Tiguan Allspace,2019.0,Manual,9000.0,Petrol,145.0,46.3,2.0,84.0,4.0,0.0,3.828641396489095,23495.0,23086.06,408.939453125,408.939453125
48230,Škoda,Octavia,2017.0,Semi-Auto,,Petrol,30.0,56.5,1.4,90.0,4.0,0.0,4.7535901911063645,12350.0,11941.0625,408.9375,408.9375
39596,Mercedes-Benz,C-Class,2018.0,Automatic,19500.0,Petrol,,,3.0,89.0,3.0,0.0,5.4116460518550396,34990.0,35398.906,-408.90625,408.90625
7461,Audi,A3,2019.0,Semi-Auto,2308.0,Petrol,145.0,34.5,2.0,65.0,3.0,0.0,6.075346031088684,32950.0,32541.111,408.888671875,408.888671875
41568,Mercedes-Benz,C-Class,2017.0,Semi-Auto,22842.0,Diesel,30.0,62.8,2.1,66.0,1.0,0.0,7.473637108496206,20672.0,20263.115,408.884765625,408.884765625
17145,Ford,Focus,2019.0,Manual,11146.0,Petrol,,,1.0,31.0,3.0,0.0,8.074960359115858,13991.0,14399.854,-408.853515625,408.853515625
22338,Ford,Fiesta,2019.0,Manual,12663.0,,145.0,58.9,1.0,74.0,2.0,0.0,7.952263308657046,12600.0,13008.838,-408.837890625,408.837890625
58574,Opel,Mokka X,2017.0,Manual,30021.0,Petrol,145.0,47.1,1.4,83.0,1.0,0.0,7.002155954403621,11395.0,10986.211,408.7890625,408.7890625
26519,Ford,Fiesta,2018.0,Manual,14961.0,Petrol,145.0,55.4,1.1,64.0,0.0,0.0,5.916202062607435,9698.0,9289.214,408.7861328125,408.7861328125
67670,Volkswagen,Tiguan,2019.0,Manual,7000.0,Petrol,145.0,40.9,1.5,40.0,1.0,0.0,4.23410650459726,22950.0,22541.229,408.771484375,408.771484375
56120,Opel,Meriva,2017.0,Manual,28970.0,Petrol,145.0,47.1,1.4,46.0,4.0,0.0,5.0106352940962555,6795.0,7203.771,-408.77099609375,408.77099609375
41405,Mercedes-Benz,A-Class,2018.0,Automatic,4997.0,Diesel,145.0,65.7,1.5,92.0,,0.0,6.481577129276431,19950.0,20358.77,-408.76953125,408.76953125
28479,Ford,Focus,2018.0,Manual,11457.0,,,,1.0,71.0,0.0,0.0,8.074960359115858,12000.0,12408.754,-408.75390625,408.75390625
57810,Opel,Mokka X,2017.0,Manual,29499.0,Petrol,145.0,47.1,1.4,30.0,3.0,0.0,7.002155954403621,10495.0,10903.723,-408.72265625,408.72265625
2823,Audi,A3,2017.0,Manual,38392.0,Diesel,145.0,65.7,,33.0,3.0,0.0,0.0,16299.0,15890.295,408.705078125,408.705078125
12808,BMW,1 Series,2019.0,Manual,5000.0,Petrol,145.0,41.5,1.5,69.0,1.0,0.0,6.3473892096560105,22895.0,22486.305,408.6953125,408.6953125
51413,Toyota,RAV4,2008.0,Manual,98000.0,Diesel,240.0,42.8,2.2,61.0,2.0,0.0,3.4965075614664802,2595.0,3003.6616,-408.66162109375,408.66162109375
20135,Ford,Focus,2018.0,,7056.0,Diesel,145.0,,1.5,58.0,2.0,0.0,7.485491608030754,14400.0,13991.357,408.642578125,408.642578125
26610,Ford,Fiesta,2015.0,Manual,42000.0,Petrol,30.0,54.3,1.2,33.0,3.0,0.0,6.416732282512326,6395.0,6803.538,-408.5380859375,408.5380859375
8476,BMW,3 Series,2016.0,Semi-Auto,34860.0,Petrol,125.0,54.3,1.5,85.0,3.0,0.0,3.4339872044851463,13798.0,14206.528,-408.5283203125,408.5283203125
63560,Opel,Mokka X,2019.0,Manual,,Petrol,145.0,39.2,1.4,62.0,0.0,0.0,7.002155954403621,12698.0,13106.513,-408.5126953125,408.5126953125
53387,Toyota,Aygo,2017.0,Manual,31150.0,Petrol,0.0,69.0,1.0,75.0,3.0,0.0,7.200424892944957,6595.0,7003.507,-408.5068359375,408.5068359375
61727,Opel,Corsa,2013.0,Manual,51000.0,,125.0,51.4,1.2,71.0,3.0,0.0,5.765191102784844,4095.0,4503.4834,-408.4833984375,408.4833984375
8386,BMW,3 Series,2017.0,Manual,51299.0,Petrol,125.0,52.3,1.5,44.0,1.0,0.0,3.4339872044851463,11498.0,11906.457,-408.45703125,408.45703125
31905,Hyundai,i10,2018.0,Manual,7963.0,Petrol,150.0,57.7,1.2,33.0,0.0,0.0,5.683579767338681,8695.0,9103.375,-408.375,408.375
3277,Audi,A4,2015.0,Manual,57729.0,Diesel,30.0,61.4,2.0,59.0,3.0,0.0,6.56244409369372,12690.0,13098.353,-408.3525390625,408.3525390625
26677,Ford,Kuga,2016.0,Manual,8729.0,Diesel,145.0,54.3,2.0,98.0,0.0,0.0,6.816735880594968,16000.0,15591.671,408.3291015625,408.3291015625
58597,Opel,Corsa,2017.0,Manual,11564.0,Petrol,30.0,55.4,1.4,31.0,2.0,0.0,7.526178913346146,7800.0,8208.28,-408.2802734375,408.2802734375
74130,Volkswagen,Golf,2015.0,Manual,65000.0,Diesel,20.0,67.3,2.0,73.0,1.0,0.0,7.155396301896734,10990.0,11398.271,-408.271484375,408.271484375
67171,Volkswagen,Passat,2019.0,Manual,,Diesel,,51.4,2.0,76.0,0.0,0.0,5.916202062607435,17584.0,17992.258,-408.2578125,408.2578125
4879,Audi,Q3,2019.0,Manual,5500.0,Diesel,145.0,42.8,2.0,45.0,2.0,0.0,6.4425401664681985,28500.0,28908.236,-408.236328125,408.236328125
9388,BMW,1 Series,2016.0,Manual,25281.0,Petrol,125.0,53.3,1.5,92.0,2.0,0.0,6.3473892096560105,11899.0,12307.215,-408.21484375,408.21484375
49472,Škoda,Kodiaq,2017.0,Automatic,16175.0,Petrol,150.0,39.8,,98.0,0.0,0.0,0.0,21700.0,21291.805,408.1953125,408.1953125
31822,Hyundai,Tucson,2016.0,Manual,59271.0,Diesel,30.0,61.7,1.7,48.0,0.0,0.0,5.968707559985366,11799.0,11390.816,408.18359375,408.18359375
312,Audi,A5,2020.0,Semi-Auto,3820.0,Diesel,,45.6,2.0,99.0,3.0,0.0,6.220590170099739,30995.0,31403.18,-408.1796875,408.1796875
53330,Toyota,CH-R,2017.0,Automatic,26127.0,Hybrid,135.0,74.3,1.8,72.0,3.0,0.0,5.420534999272286,21844.0,21435.836,408.1640625,408.1640625
60021,Opel,Mokka X,2019.0,Manual,9571.0,Petrol,150.0,39.2,1.4,46.0,1.0,0.0,7.002155954403621,13998.0,13589.859,408.140625,408.140625
12309,BMW,2 Series,2017.0,Semi-Auto,29006.0,Diesel,150.0,68.9,2.0,80.0,1.0,0.0,6.066108090103747,15995.0,15586.868,408.1318359375,408.1318359375
19501,Ford,Focus,2019.0,Manual,10868.0,Petrol,145.0,58.9,1.0,94.0,2.0,0.0,8.074960359115858,14898.0,14489.869,408.130859375,408.130859375
867,Audi,A5,2019.0,Semi-Auto,5712.0,Diesel,145.0,51.4,2.0,52.0,0.0,0.0,6.220590170099739,30728.0,30319.87,408.130859375,408.130859375
59574,Opel,Corsa,2017.0,Manual,25000.0,Petrol,30.0,55.4,1.4,66.0,2.0,0.0,7.526178913346146,8299.0,7890.8745,408.12548828125,408.12548828125
71366,Volkswagen,Golf,2019.0,Semi-Auto,8597.0,Petrol,145.0,36.2,2.0,91.0,3.0,0.0,7.155396301896734,28985.0,29393.076,-408.076171875,408.076171875
33356,Hyundai,i30,2014.0,Manual,48130.0,Diesel,0.0,76.3,1.6,80.0,0.0,0.0,5.10594547390058,6290.0,6698.05,-408.0498046875,408.0498046875
30511,Ford,Fiesta,2017.0,Manual,27727.0,Petrol,145.0,47.9,1.6,,3.0,0.0,5.313205979041787,11299.0,10890.971,408.029296875,408.029296875
8615,BMW,3 Series,2019.0,Semi-Auto,1397.0,Diesel,145.0,50.4,2.0,77.0,3.0,0.0,7.158513997329321,31000.0,30592.0,408.0,408.0
73487,Volkswagen,Polo,2018.0,Manual,4000.0,Petrol,145.0,48.7,1.0,98.0,0.0,0.0,6.953684210870537,12991.0,13398.998,-407.998046875,407.998046875
69335,,CC,2015.0,Semi-Auto,54231.0,Diesel,150.0,53.3,2.0,40.0,4.0,0.0,4.02535169073515,9995.0,10402.99,-407.990234375,407.990234375
11463,BMW,5 Series,2014.0,Semi-Auto,38094.0,Diesel,30.0,62.8,2.0,41.0,4.0,0.0,6.317164686747284,12995.0,13402.985,-407.9853515625,407.9853515625
59490,Opel,Mokka X,2019.0,Manual,19077.0,Petrol,150.0,39.2,1.4,91.0,3.0,0.0,7.002155954403621,12498.0,12905.971,-407.970703125,407.970703125
40398,Mercedes-Benz,A-Class,2019.0,Semi-Auto,3899.0,Petrol,145.0,53.3,1.3,49.0,0.0,0.0,5.814130531825066,24682.0,24274.047,407.953125,407.953125
33332,Hyundai,i20,2016.0,Manual,25344.0,Petrol,20.0,58.9,1.0,66.0,3.0,0.0,3.9889840465642745,8796.0,8388.071,407.9287109375,407.9287109375
913,Audi,Q3,2016.0,Manual,25647.0,Diesel,30.0,62.8,2.0,45.0,2.0,0.0,6.4425401664681985,15990.0,16397.867,-407.8671875,407.8671875
72965,Volkswagen,Beetle,2017.0,Manual,22781.0,Petrol,145.0,50.4,1.4,73.0,0.0,0.0,1.791759469228055,13990.0,13582.137,407.86328125,407.86328125
39718,Mercedes-Benz,E-Class,2016.0,Semi-Auto,34356.0,Diesel,20.0,72.4,2.0,70.0,3.0,0.0,6.665683717782408,17990.0,18397.852,-407.8515625,407.8515625
26551,Ford,Fiesta,2018.0,Manual,6533.0,Petrol,150.0,55.4,1.1,83.0,0.0,0.0,5.916202062607435,10700.0,10292.16,407.83984375,407.83984375
14001,BMW,X1,2017.0,Semi-Auto,29866.0,Diesel,145.0,55.4,2.0,36.0,2.0,0.0,6.20050917404269,19229.0,18821.168,407.83203125,407.83203125
29844,Ford,Focus,2018.0,,18997.0,Petrol,,,1.0,43.0,2.0,0.0,8.074960359115858,11490.0,11897.818,-407.818359375,407.818359375
26044,Ford,Kuga,2018.0,Manual,32848.0,Diesel,150.0,60.1,2.0,47.0,3.0,0.0,6.816735880594968,14950.0,15357.808,-407.8076171875,407.8076171875
28934,Ford,Focus,2017.0,Manual,21069.0,Diesel,,,1.5,55.0,2.0,0.0,7.485491608030754,11799.0,11391.208,407.7919921875,407.7919921875
56495,Opel,Corsa,2014.0,Manual,49630.0,Petrol,125.0,51.4,1.4,95.0,4.0,0.0,7.526178913346146,4690.0,5097.77,-407.77001953125,407.77001953125
19967,Ford,B-MAX,2016.0,Manual,12444.0,Diesel,0.0,,1.5,49.0,2.0,0.0,3.6375861597263857,9189.0,8781.253,407.7470703125,407.7470703125
8372,BMW,3 Series,2016.0,Manual,20640.0,Diesel,30.0,67.3,2.0,40.0,2.0,0.0,7.158513997329321,13849.0,14256.735,-407.7353515625,407.7353515625
10403,BMW,,2017.0,Semi-Auto,25013.0,Diesel,145.0,57.6,2.0,56.0,2.0,0.0,0.0,20990.0,21397.723,-407.72265625,407.72265625
14629,BMW,3 Series,2015.0,Semi-Auto,40321.0,Diesel,125.0,,2.0,75.0,0.0,0.0,7.158513997329321,14995.0,15402.723,-407.72265625,407.72265625
53460,Toyota,Aygo,,Manual,38144.0,Petrol,145.0,68.9,1.0,75.0,0.0,0.0,7.200424892944957,7300.0,6892.3413,407.65869140625,407.65869140625
71316,Volkswagen,Golf,2017.0,Manual,15126.0,Petrol,150.0,53.3,1.4,97.0,1.0,0.0,6.369900982828227,13395.0,13802.635,-407.634765625,407.634765625
11526,BMW,1 Series,2016.0,Manual,22054.0,Diesel,20.0,72.4,1.5,82.0,0.0,0.0,6.3473892096560105,11985.0,12392.622,-407.6220703125,407.6220703125
66069,Volkswagen,Touran,2018.0,,9156.0,Petrol,145.0,51.4,1.4,49.0,2.0,0.0,2.9444389791664403,21450.0,21042.393,407.607421875,407.607421875
60892,Opel,Zafira,2016.0,Manual,25857.0,Petrol,200.0,43.0,1.4,47.0,2.0,0.0,5.659482215759621,10000.0,10407.595,-407.5947265625,407.5947265625
28972,Ford,Fiesta,2018.0,Manual,31789.0,Petrol,150.0,65.7,1.0,77.0,3.0,0.0,7.952263308657046,9860.0,10267.59,-407.58984375,407.58984375
41477,Mercedes-Benz,E-Class,2019.0,Semi-Auto,8200.0,Diesel,145.0,58.9,2.0,94.0,3.0,0.0,6.665683717782408,29799.0,30206.586,-407.5859375,407.5859375
36664,Mercedes-Benz,A-Class,2016.0,Semi-Auto,45809.0,Diesel,20.0,68.9,2.1,53.0,4.0,0.0,5.529429087511423,15549.0,15141.452,407.5478515625,407.5478515625
38541,Mercedes-Benz,E-Class,2019.0,Semi-Auto,14479.0,Diesel,145.0,61.4,2.0,65.0,4.0,0.0,6.665683717782408,27980.0,27572.47,407.529296875,407.529296875
18383,Ford,Focus,2016.0,Manual,17606.0,Diesel,0.0,74.3,1.5,51.0,1.0,0.0,7.485491608030754,10499.0,10091.59,407.41015625,407.41015625
74951,Volkswagen,Polo,2019.0,Manual,8524.0,Petrol,145.0,47.9,1.0,61.0,0.0,0.0,6.953684210870537,14016.0,13608.615,407.384765625,407.384765625
2776,Audi,A3,,Manual,17104.0,Petrol,20.0,60.1,1.4,97.0,2.0,0.0,5.402677381872279,15899.0,15491.619,407.380859375,407.380859375
73389,Volkswagen,Polo,2019.0,Manual,250.0,Petrol,145.0,52.3,1.0,50.0,0.0,0.0,6.953684210870537,14995.0,14587.626,407.3740234375,407.3740234375
12703,BMW,3 Series,2017.0,Manual,65213.0,Petrol,125.0,52.3,1.5,36.0,1.0,0.0,3.4339872044851463,10600.0,11007.355,-407.35546875,407.35546875
45602,Mercedes-Benz,B-Class,2017.0,Manual,21000.0,Diesel,145.0,68.9,1.5,96.0,2.0,0.0,4.465908118654584,13599.0,14006.351,-407.3505859375,407.3505859375
22060,Ford,,2019.0,Manual,11536.0,Petrol,,,1.0,58.0,4.0,0.0,0.0,14090.0,13682.654,407.345703125,407.345703125
4785,Audi,Q3,2014.0,Manual,49987.0,Petrol,150.0,47.9,1.4,98.0,0.0,0.0,5.187385805840755,14840.0,14432.659,407.3408203125,407.3408203125
39990,Mercedes-Benz,C-Class,2017.0,Semi-Auto,30577.0,Diesel,30.0,64.2,2.1,33.0,2.0,0.0,7.473637108496206,19299.0,19706.318,-407.318359375,407.318359375
26094,Ford,Focus,2017.0,Manual,,Petrol,150.0,60.1,1.0,78.0,1.0,0.0,8.074960359115858,10700.0,10292.69,407.3095703125,407.3095703125
69318,Volkswagen,Polo,2017.0,Manual,18666.0,Petrol,150.0,58.9,1.0,79.0,2.0,0.0,6.953684210870537,10491.0,10083.701,407.298828125,407.298828125
27882,Ford,Fiesta,2015.0,Manual,41995.0,Petrol,,54.3,1.2,34.0,1.0,0.0,6.416732282512326,6500.0,6907.274,-407.27392578125,407.27392578125
7433,Audi,A5,2020.0,Semi-Auto,5137.0,Diesel,145.0,46.3,2.0,39.0,0.0,0.0,6.220590170099739,31780.0,32187.27,-407.26953125,407.26953125
28853,Ford,Fiesta,2016.0,Manual,9562.0,Petrol,0.0,65.7,1.0,61.0,2.0,0.0,7.952263308657046,9990.0,9582.764,407.236328125,407.236328125
54126,Toyota,Yaris,2019.0,Automatic,7320.0,Hybrid,135.0,67.3,1.5,77.0,0.0,0.0,6.834108738813838,16995.0,17402.21,-407.2109375,407.2109375
12445,BMW,4 Series,2014.0,Manual,22908.0,Diesel,125.0,58.9,2.0,88.0,4.0,0.0,6.198478716492308,13991.0,14398.205,-407.205078125,407.205078125
32989,Hyundai,ix20,2016.0,Automatic,7275.0,Petrol,160.0,43.5,1.6,92.0,1.0,0.0,4.04305126783455,9995.0,10402.156,-407.15625,407.15625
38097,Mercedes-Benz,CLS-Class,2019.0,Automatic,2682.0,Diesel,145.0,48.7,2.9,90.0,1.0,0.0,3.8066624897703196,43640.0,43232.863,407.13671875,407.13671875
32958,Hyundai,Tucson,2018.0,Manual,8818.0,Petrol,145.0,44.8,1.6,97.0,1.0,0.0,5.988961416889864,15000.0,15407.102,-407.1015625,407.1015625
28825,Ford,Focus,2015.0,Manual,39621.0,Diesel,0.0,74.3,1.5,99.0,0.0,0.0,7.485491608030754,7990.0,8397.029,-407.029296875,407.029296875
8002,BMW,3 Series,2014.0,Automatic,50750.0,Diesel,125.0,57.6,2.0,86.0,2.0,0.0,7.158513997329321,12579.0,12986.029,-407.029296875,407.029296875
66168,Volkswagen,Tiguan,2019.0,Automatic,14772.0,Diesel,145.0,39.2,2.0,63.0,4.0,0.0,6.901737206656574,27495.0,27087.984,407.015625,407.015625
37136,Mercedes-Benz,E-Class,2017.0,Semi-Auto,24800.0,Diesel,145.0,65.7,2.0,62.0,3.0,0.0,6.665683717782408,20981.0,21387.969,-406.96875,406.96875
26960,Ford,Focus,2018.0,Manual,11710.0,Petrol,145.0,,1.0,30.0,0.0,0.0,8.074960359115858,13060.0,12653.031,406.96875,406.96875
21114,Ford,Focus,2017.0,Manual,19993.0,Petrol,,,1.0,35.0,2.0,0.0,8.074960359115858,9795.0,10201.953,-406.953125,406.953125
40747,Mercedes-Benz,C-Class,2019.0,Semi-Auto,9053.0,Petrol,,,2.0,42.0,0.0,0.0,7.529943370601589,29549.0,29142.06,406.939453125,406.939453125
52318,Toyota,Aygo,2020.0,Manual,50.0,Petrol,145.0,56.5,1.0,48.0,,0.0,7.200424892944957,10295.0,10701.928,-406.927734375,406.927734375
47239,Škoda,Fabia,2019.0,Manual,15593.0,Petrol,145.0,61.4,1.0,79.0,0.0,0.0,6.501289670540389,10700.0,10293.104,406.896484375,406.896484375
28147,Ford,Focus,2016.0,Manual,37460.0,Diesel,,,1.5,61.0,1.0,0.0,7.485491608030754,8780.0,9186.849,-406.8486328125,406.8486328125
56667,Opel,Astra,2018.0,Manual,15727.0,Petrol,145.0,64.2,1.0,40.0,0.0,,5.181783550292085,10695.0,11101.813,-406.8134765625,406.8134765625
66121,Volkswagen,Polo,2017.0,Automatic,14134.0,Petrol,145.0,60.1,1.2,90.0,3.0,,6.70073110954781,12499.0,12905.798,-406.7978515625,406.7978515625
1447,Audi,A5,2015.0,Manual,45500.0,Diesel,20.0,67.3,2.0,87.0,4.0,0.0,6.220590170099739,12798.0,12391.227,406.7734375,406.7734375
56294,Opel,Corsa,2018.0,Automatic,13000.0,Petrol,145.0,39.8,1.4,55.0,,0.0,7.526178913346146,9999.0,10405.769,-406.7685546875,406.7685546875
10959,BMW,X1,2019.0,Manual,3991.0,Petrol,145.0,51.4,1.5,72.0,0.0,0.0,3.6375861597263857,22442.0,22035.236,406.763671875,406.763671875
15041,Ford,Focus,2017.0,Manual,11892.0,Petrol,,,1.0,45.0,2.0,0.0,8.074960359115858,11350.0,10943.25,406.75,406.75
72983,Volkswagen,Up,2020.0,,2563.0,Petrol,145.0,54.3,1.0,85.0,2.0,0.0,6.3561076606958915,9989.0,10395.74,-406.740234375,406.740234375
71598,Volkswagen,Polo,2016.0,Manual,33513.0,Petrol,20.0,60.1,1.0,65.0,3.0,0.0,6.953684210870537,8991.0,8584.262,406.73828125,406.73828125
31080,Ford,Mondeo,2017.0,Manual,71480.0,Diesel,30.0,64.2,2.0,95.0,0.0,0.0,5.529429087511423,10295.0,10701.703,-406.703125,406.703125
319,Audi,Q8,2019.0,Automatic,7000.0,Diesel,145.0,33.6,3.0,79.0,3.0,0.0,3.784189633918261,58450.0,58856.688,-406.6875,406.6875
33792,Hyundai,Tucson,2017.0,Manual,21679.0,Diesel,30.0,61.7,1.7,75.0,1.0,0.0,5.968707559985366,13998.0,14404.675,-406.6748046875,406.6748046875
25899,Ford,Fiesta,2014.0,Manual,22295.0,Petrol,0.0,65.7,1.0,94.0,2.0,0.0,7.952263308657046,8000.0,7593.378,406.6220703125,406.6220703125
52653,Toyota,Aygo,2017.0,Automatic,7189.0,Other,0.0,67.3,,57.0,2.0,0.0,0.0,9990.0,10396.593,-406.5927734375,406.5927734375
24339,Ford,Kuga,2017.0,Semi-Auto,6183.0,Diesel,150.0,58.9,1.5,80.0,1.0,0.0,6.29156913955832,18500.0,18093.44,406.560546875,406.560546875
19344,Ford,Tourneo Custom,2016.0,Manual,30010.0,Diesel,235.0,44.1,2.0,70.0,4.0,0.0,3.8712010109078907,17998.0,18404.557,-406.556640625,406.556640625
46881,Škoda,Fabia,2017.0,Semi-Auto,19385.0,Petrol,150.0,60.1,1.2,37.0,2.0,0.0,5.768320995793772,10495.0,10901.519,-406.5185546875,406.5185546875
46829,Škoda,Rapid,2016.0,Manual,36279.0,Petrol,20.0,60.1,1.2,55.0,2.0,0.0,3.6888794541139363,7495.0,7901.4937,-406.49365234375,406.49365234375
64413,Opel,Mokka X,2017.0,Manual,,Petrol,145.0,47.1,1.4,86.0,1.0,0.0,7.002155954403621,11498.0,11904.481,-406.4814453125,406.4814453125
21525,Ford,Fiesta,2018.0,Manual,13672.0,,145.0,65.7,1.0,99.0,4.0,0.0,7.952263308657046,11995.0,11588.545,406.455078125,406.455078125
5590,Audi,Q3,2015.0,Manual,14919.0,Diesel,160.0,49.6,2.0,90.0,2.0,0.0,6.4425401664681985,19498.0,19091.555,406.4453125,406.4453125
58991,Opel,Astra,2019.0,Manual,12424.0,Petrol,150.0,48.7,1.0,48.0,4.0,0.0,5.181783550292085,11998.0,12404.411,-406.4111328125,406.4111328125
56729,Opel,Mokka X,2019.0,Manual,6749.0,Petrol,145.0,39.2,1.4,61.0,3.0,0.0,7.002155954403621,14295.0,13888.613,406.38671875,406.38671875
60531,Opel,Viva,2016.0,Manual,19441.0,Petrol,20.0,62.8,1.0,85.0,2.0,0.0,5.723585101952381,5680.0,6086.374,-406.3740234375,406.3740234375
24194,Ford,Focus,2017.0,Manual,39382.0,Petrol,,,1.0,88.0,4.0,0.0,8.074960359115858,9500.0,9093.639,406.361328125,406.361328125
58645,Opel,Astra,2014.0,Manual,83688.65539191502,Diesel,20.0,72.4,1.2,69.0,3.0,0.0,4.997212273764115,5399.0,4992.641,406.35888671875,406.35888671875
69357,Volkswagen,Arteon,2019.0,Semi-Auto,11000.0,Diesel,145.0,50.4,2.0,63.0,4.0,0.0,4.983606621708336,24995.0,25401.355,-406.35546875,406.35546875
26887,Ford,Focus,2009.0,Manual,107000.0,Petrol,,,1.6,97.0,1.0,0.0,6.113682179832232,2495.0,2088.7112,406.288818359375,406.288818359375
16848,Ford,Focus,2018.0,Manual,25299.0,Diesel,,,1.5,74.0,3.0,0.0,7.485491608030754,11800.0,12206.284,-406.2841796875,406.2841796875
49773,Škoda,Octavia,2017.0,Manual,52700.0,Diesel,125.0,58.9,2.0,33.0,4.0,0.0,5.84354441703136,12490.0,12083.734,406.265625,406.265625
10618,BMW,3 Series,2019.0,Semi-Auto,8718.0,Diesel,145.0,47.9,3.0,38.0,4.0,0.0,5.752572638825633,33690.0,33283.77,406.23046875,406.23046875
16115,Ford,Focus,2016.0,Manual,18154.0,Petrol,,,1.0,37.0,,0.0,8.074960359115858,9498.0,9091.783,406.216796875,406.216796875
59178,Opel,Corsa,2019.0,Automatic,4702.0,Petrol,145.0,39.8,1.4,37.0,2.0,0.0,7.526178913346146,11197.0,11603.199,-406.19921875,406.19921875
64896,Opel,Corsa,2017.0,Manual,7650.0,Petrol,30.0,55.4,1.4,80.0,2.0,0.0,7.526178913346146,8995.0,8588.831,406.1689453125,406.1689453125
56561,Opel,Mokka X,2019.0,Manual,10051.0,Petrol,145.0,39.2,1.4,88.0,,0.0,7.002155954403621,13995.0,13588.875,406.125,406.125
67429,Volkswagen,Up,2017.0,Manual,33157.0,Petrol,20.0,64.2,1.0,76.0,3.0,0.0,6.3561076606958915,6790.0,7196.0728,-406.07275390625,406.07275390625
65300,Opel,Mokka,2013.0,Manual,64250.0,Diesel,30.0,60.1,1.7,31.0,1.0,0.0,4.31748811353631,6699.0,6292.931,406.06884765625,406.06884765625
6618,Audi,A1,2019.0,Manual,10.0,Petrol,145.0,49.6,1.0,68.0,3.0,0.0,5.5093883366279774,19685.0,20091.062,-406.0625,406.0625
24487,Ford,Ka+,2017.0,Manual,11630.0,Petrol,145.0,57.7,1.2,45.0,3.0,0.0,5.834810737062605,7990.0,7584.0264,405.9736328125,405.9736328125
48025,Škoda,Octavia,2019.0,Manual,28.0,Diesel,145.0,67.3,1.6,58.0,4.0,0.0,5.627621113690637,16995.0,16589.035,405.96484375,405.96484375
60785,Opel,Insignia,2018.0,Manual,31545.0,Diesel,145.0,54.3,2.0,,3.0,0.0,5.6937321388027,14000.0,14405.952,-405.9521484375,405.9521484375
12798,BMW,7 Series,2016.0,Automatic,26093.0,Diesel,145.0,53.3,3.0,61.0,2.0,0.0,4.110873864173311,26149.0,25743.082,405.91796875,405.91796875
5619,Audi,A3,2016.0,Manual,22288.0,Petrol,20.0,60.1,1.0,97.0,0.0,0.0,4.31748811353631,14700.0,14294.082,405.91796875,405.91796875
4691,Audi,Q3,2016.0,Manual,39551.0,Diesel,145.0,52.3,2.0,96.0,4.0,0.0,6.4425401664681985,17325.0,17730.91,-405.91015625,405.91015625
